id,summary,article,description_llm,rouge1,rouge2,rougeL,rougeLsum,bert_f1,mean_rougeL_bert,pred_len,ref_len,compression,pred_empty,ref_empty
20274b5e4a4c94081f01e1855e12c938e1bf41e033c02875846fc307e34b9b5f,"La Asociación Valenciana de Consumidores y Usuarios (Avacu) ha pedido este domingo ""prudencia y responsabilidad"" durante la fase 2 de la desescalada, que ""va a suponer medidas más laxas tanto para los comercios y establecimientos como para los propios usuarios, sin que ello implique una relajación en cuanto a las precauciones que todavía debemos asumir por parte de todos"".","En este sentido, Avacu ha defendido en un comunicado que hay que ""evitar, en la medida de lo posible, nuevos brotes de la COVID-19, como ya se están dando en algunas localidades"". La asociación ha instado a las personas consumidoras a que comuniquen a las autoridades aquellos bares y restaurantes que no cumplan con las limitaciones exigidas en cuanto a limpieza, desinfección, distancias de seguridad, número máximo de personas reunidas u otros aspectos, tanto en las terrazas como en el interior de los establecimientos. ""También en todos los comercios recordamos que se deben respetar las limitaciones de aforo y distancias de seguridad"", ha añadido. Asimismo, y dado que a partir de este lunes se abrirán la mayoría de las playas de la Comunitat Valenciana , Avacu ha solicitado también a la ciudadanía que ""cumplan y respeten las medidas impuestas en ellas por parte de la administración"", especialmente en lo referente a las medidas de acceso, perímetros de seguridad y separación entre usuarios, entre otras. Avacu ha hecho hincapié también en ""la obligatoriedad del uso de mascarillas, tal y como se informa desde el Ministerio y en los casos establecidos por las autoridades cuando no sea posible mantener una distancia de dos metros entre personas, en espacios abiertos y cerrados, cuando su uso no sea incompatible con la actividad que se vaya a realizar"". La asociación ha insistido en que, una vez usadas, deben ser desechadas adecuadamente, al igual que los guantes, en el contenedor de restos, nunca en el contenedor amarillo, en la vía pública o en otros espacios abiertos, como playas, montes, ya que, además del peligro a nivel sanitario que puede conllevar, también puede acarrear un impacto medioambiental e, incluso, en algunas localidades, sanciones económicas.","El secretario general de Podemos, Pablo Iglesias, ha propuesto una coalición temporal para formar gobierno a Pedro Sánchez, con el objetivo de evitar nuevas crisis y garantizar la estabilidad de la legislatura.  Iglesias ha insistido en que el grupo confederal mantendría su apoyo parlamentario si Sánchez acepta la propuesta, pero ha rechazado la propuesta de Sánchez de formar gobierno con un pacto de coalición temporal.  Avacu, una asociación de la Comunitat Valenciana, ha instado a la ciudadanía a seguir las medidas de seguridad sanitaria, como el uso de mascarillas y el cumplimiento de las restricciones de aforo en los espacios públicos. 
",30.05780346820809,2.339181286549708,16.184971098265894,16.184971098265894,65.89576601982117,41.04036855904353,10100,5900,171.18644067796612,0,0
c87baa782403715660f673a2a4c636684edde81a98424540da59788d4d74e409,"Redactora en Vw8vc y fundadora de Ràdio Calvià, fue una de las primeras mujeres en el oficio.","Una periodista de raza, mallorquina, comprometida con el feminismo y los valores de izquierda, Joana Maria de Roque Company (Palma, 1952), falleció ayer tarde tras una ardua lucha contra la fatalidad del cáncer. La profesión le dedicó de inmediato multitud de elogios en las redes sociales, muchos compañeros recordaban que fue una de las pioneras de Mallorca en dedicarse al oficio. Roque también fue una de las primeras mujeres periodistas que pasó por la universidad, en concreto la Autònoma de Barcelona, donde se licenció en Ciencias de la Información. La autora de libros como La Segona República a Mallorca –escrito con Albert Herranz– o la biografía del primer rector de la UIB, Nadal Batle, Joana Maria de Roque trabajó en la redacción de Vw8vc de la calle Conflent de Palma, siendo su mesa la primera que se asomaba desde la puerta. ""Diez mil personas se manifestaron contra la urbanización de es Trenc"", fechado el 1 de octubre de 1983, o ""Es Mollet, un rincón de la para los marginados de la ciudad"" –que recogía el malestar de los usuarios del desaparecido Hospital de Nit cerrado por limpieza en agosto de 1984–, son solo algunas de las crónicas con su firma publicadas en esta cabecera durante los reivindicativos años de la transición en Mallorca. Fundadora de la emisora municipal de Calvià, de cuyo Ayuntamiento era la responsable de publicaciones, Joana Maria Roque fue corresponsal de La Vanguardia y una estudiosa de grandes mujeres como Aurora Picornell. Y fue también la compañera de viaje inseparable de Andreu Manresa, actual director de IB3 y un referente para el periodismo de la isla, como volvió a demostrar ayer.","Joana Maria de Roque Company, una periodista mallorquina pionera en el periodismo y defensora de los valores de izquierda, falleció tras una larga lucha contra el cáncer.  Su legado como periodista se destacó por su compromiso con la justicia social y su trabajo en medios como Vw8vc, La Vanguardia y la emisora municipal de Calvià.  Su muerte ha generado un gran pesar en el mundo del periodismo, donde se la recuerda como una figura clave en la transición española y una referente para las futuras generaciones de periodistas. 
",18.348623853211006,1.869158878504673,12.844036697247708,12.844036697247708,64.86961245536804,38.85682457630787,8800,1700,517.6470588235294,0,0
a707266983e2c4559889c1d78214b33f6322816c05a780e544a2f590ce294c7a,"Los integrantes de los partidos que forman el equipo de Gobierno de Noja, PRC y PSOE, han decidido rechazar las asignaciones municipales, tanto a sus respectivos grupos como individuales, y han optado por donarlas y ponerlas a disposición de todas las iniciativas de la villa que permitan hacer frente a las necesidades de vecinos y afectados por el coronavirus durante el estado de alarma.","""En estos momentos es fundamental que todos arrimemos el hombro ante una crisis inesperada como la que estamos viviendo"", ha subrayado, en un comunicado, el alcalde, Miguel Ángel Ruiz Lavín. Para el también portavoz del grupo municipal regionalista, el Ayuntamiento ""tiene la responsabilidad de velar por sus vecinos"", algo que -ha dicho- no solo pasa por decisiones impositivas o ayudar con los servicios sociales municipales sino también ""renunciando a unas asignaciones que pagan los vecinos"" y poniéndolas ""a disposición de aquellos que atraviesan las peores situaciones todos los recursos del Ayuntamiento disponibles"", incluidas las asignaciones municipales. ""Estamos pidiendo a nuestros vecinos muchos esfuerzos estos días, y aquellos que integramos el equipo de Gobierno no podemos fallarles"", ha valorado Ruiz Lavín, que ha subrayado que este estado de alarma está afectando a la salud y a la economía de muchas familia y por ello desde el Ayuntamiento se están tomando ""decisiones que ayuden a mejorar la difícil situación que estamos atravesando"". ""El equipo de Gobierno está formado por vecinos de la villa, y como parte de nuestro pueblo debemos dedicar todos nuestros esfuerzos a luchar contra esta pandemia"", ha afirmado. Finalmente, el regidor ha subrayado que esta decisión se toma ""independientemente de las medidas fiscales en las que está trabajando el equipo de Gobierno"", que serán tomadas en todo momento de acuerdo con las sugerencias de la Federación de Municipios de Cantabria (FMC) y que serán ""tangibles y de carácter inmediato en la economía municipal"". Entre ellas ha mencionado la paralización y el aplazamiento del calendario de pago de impuestos y tasas municipales que los vecinos abonan en las próximas semanas, durante las cuales se aprovechará para definir el nuevo calendario de pagos.","El alcalde de la villa, Miguel Ángel Ruiz Lavín, ha pedido a los vecinos que se comprometan con la crisis sanitaria y económica actual.  Ruiz Lavín ha destacado la responsabilidad del Ayuntamiento en velar por la salud y el bienestar de los ciudadanos, incluyendo la disponibilidad de recursos municipales para ayudar a aquellos que más lo necesitan. El alcalde ha anunciado medidas para apoyar a la comunidad durante el estado de alarma, como la paralización del pago de impuestos y tasas municipales, y ha prometido tomar medidas tangibles para mejorar la situación económica. 
",35.15151515151515,8.588957055214722,18.181818181818183,18.181818181818183,69.14937496185303,43.66559657183561,9300,6400,145.3125,0,0
422ae5698143607328524cad684b17f33e00560cf6a00594a4b26de5faa98124,"La ONCE ha presentado en Granada una serie de 46,5 millones de cupones para reconocer el esfuerzo de la ciudadanía y agradecer a quienes, con su trabajo, han sido esenciales en la lucha contra la pandemia de covid-19.","Serán, según ha informado la ONCE en una nota, un cupón por cada ciudadano, dedicados especialmente a sectores como los de sanitarios, fuerzas y cuerpos de seguridad, agricultores y ganaderos, transportistas, farmacéuticos y comerciantes o voluntarios. La serie, compuesta por siete cupones, supone la vuelta de los sorteos de la ONCE y de sus 19.000 vendedores a las calles de todo el país, la primera vez que no están presentes junto a la ciudadanía desde que nació la organización hace 82 años. Los cupones que se presentan pertenecen a los sorteos de entre los días 15 y 21 de junio. Los cuatro primeros cupones son de diario; el quinto, un cuponazo; y los dos últimos, de fin de semana. El director de la ONCE en Granada, Alberto Morillas, en la presentación de esta primera serie de sorteos tras la pandemia, ha señalado que ""o afrontábamos unidos este virus o no lo superábamos"". Ha mostrado su seguridad de que de ""esa unidad de acción, salimos mucho más fortalecidos como sociedad"", y ha pedido que ""mantengamos por tanto vivo el valor de lo común"". A su juicio, el tiempo que se abre ahora debe ser el de la cooperación, la solidaridad, y la corresponsabilidad ""porque si no nos va a costar mucho salir de esta situación"". El director de la ONCE en Granada también ha pedido a las administraciones que no dejen fuera del proceso de reconstrucción social tras la pandemia a las personas con discapacidad, al tercer sector y a la economía social, ni a sus entidades representativas. ""Contad con nuestras voces, con nuestro coraje, con nuestra voluntad, contad con nuestra capacidad y con nuestro talento para para hacer de las personas el centro de ese proceso de reconstrucción"", ha concluido. En el acto que simboliza la vuelta a la actividad comercial de la ONCE ha participado el alcalde de Granada, Luis Salvador, junto a la subdelegada del Gobierno, Inmaculada López Calahorro; el delegado territorial de Salud y Familias de la Junta, Indalecio Sánchez-Montesinos; el presidente de la Diputación, José Entrena; y representantes de los colectivos sanitarios, farmacéuticos, de limpieza, de las fuerzas y cuerpos de seguridad del Estado, transportistas, de limpieza, agricultores y ganaderos, comerciantes y voluntarios, además de once vendedores de la capital granadina.","La ONCE ha vuelto a las calles con una serie de sorteos de cupones para celebrar la vuelta a la actividad comercial tras la pandemia. La organización ha diseñado siete cupones para sectores clave como sanitarios, agricultores, transportistas, etc.  El director de la ONCE en Granada, Alberto Morillas, destaca la importancia de la unidad y la solidaridad en la reconstrucción social tras la pandemia. 
",42.592592592592595,18.867924528301888,31.48148148148148,31.48148148148148,66.53643250465393,49.00895699306771,6400,3800,168.42105263157893,0,0
a15347c10fee6c47eb64fbbfa838fae1c01557e3a09cb1582622c788ae139c24,"El primer vuelo comercial directo entre Shangai -China- y las islas Canarias ha aterrizado en la mañana de este sábado en el Aeropuerto de Gran Canaria con 18.000 kilos de material sanitario contra el coronavirus, entre ellos 100.000 hisopos para la realización de test de diagnóstico.","Así lo ha informado el presidente de Canarias, Ángel Víctor Torres, en unas declaraciones difundidas a los medios de comunicación, donde ha agregado que el cargamento transportado desde el gigante asiático es el quinto que ha adquirido el Gobierno regional. El avión despegó este viernes desde China con destino al archipiélago, recorriendo los más 10.500 kilómetros que separan ambos territorios hasta llegar a Gando a primera hora de hoy sin hacer ninguna parada. Este cargamento se suma al recibido este viernes, también adquirido por Canarias de forma directa, y con el que se garantizarán los suministros de equipamiento necesarios para las próximas semanas. Torres ha resaltado que este primer vuelo directo abre una ""mejor relación"" con China, ""que sin duda va a ser un importante emisor turístico"". ""Necesitamos recuperar cuanto antes el turismo en Canarias"", matizó. El máximo dirigente canario ha insistido en que este cargamento ayudará a una última fase de control del coronavirus ya que, aunque ""en Canarias las cosas van bien"", hay que arbitrar los mecanismos últimos y urgentes para poder terminar venciendo. DESGLOSE DEL MATERIAL TRANSPORTAD. El avión llegado hoy transportaba 100.000 hisopos para la realización de test de diagnóstico y 36.000 equipos de protección individual de tres tipos, para el personal sanitario; así como 10.000 batas, 20.000 pantallas de protección, 150.000 mascarillas FPP2, 50.000 Test de diagnóstico y 150.000 mascarillas quirúrgicas; material básico y de uso diario en todos los centros asistenciales, tanto sanitarios como sociosanitarios de las islas. Con este material más el recibido en la mañana de ayer, también de adquisición directa por el Gobierno canario, se garantiza los suministros de equipamiento necesarios para las próximas semanas. Hasta ahora, el ejecutivo regional ha realizado una inversión de 16 millones de euros para los diferentes lotes de material que irán llegando cada semana y que se complementa con los que ha enviado el Ministerio de Sanidad. En total, el material recibido hoy se suma a las 2.626.000 mascarillas quirúrgicas, 58.200 kits para diagnóstico, 7.500 pantallas de protección, 4.000 gafas de protección, 505.000 guantes de nitrilo, 81.620 mascarillas FFP2, 26.200 batas quirúrgicas de plástico, y 1.700 monos integrales. Además de 28 respiradores para pacientes afectados por COVID-19 y 1.750 hisopos para la recogida de muestras para la realización de las PCR de diagnóstico que han ido llegando en sucesivos cargamentos durante las últimas semanas.","El presidente de Canarias, Ángel Víctor Torres, recibió un nuevo cargamento de material sanitario desde China, el quinto que adquiere el Gobierno regional. El avión llegó con 100.000 hisopos, 36.000 equipos de protección individual, 10.000 batas, 20.000 pantallas de protección, 150.000 mascarillas FPP2, 50.000 Test de diagnóstico y 150.000 mascarillas quirúrgicas. Este material se suma a lo recibido en la mañana de ayer y se suma a las 2.626.000 mascarillas quirúrgicas, 58.200 kits para diagnóstico, 7.500 pantallas de protección, 4.000 gafas de protección, 505.000 guantes de nitrilo, 81.620 mascarillas FFP2, 26.200 batas quirúrgicas de plástico, y 1.700 monos integrales. 
",32.22222222222222,12.359550561797752,17.77777777777778,17.77777777777778,65.36927819252014,41.573527985148964,9900,4600,215.2173913043478,0,0
60678a796868f75145b5fcee0716cd9510c068edc19000985fe387d2815b8d48,"El cabeza de lista del PP al Senado por Guadalajara, Antonio Román, ha pedido a los votantes que el pasado 28 de abril ""desperdiciaron"" su voto apostaron por Vox o formaciones como Ciudadanos, que otorguen de nuevo su confianza a la formación 'popular' porque tiene ""candidatos de garantía"" y está ""en alza"".","Román ha arrancado esta corta campaña electoral con una dedicación ""en cuerpo y alma"" y convencido de que ""cuando se vota con la cabeza, la gente termina votando al PP"" mientras que cuando se hace ""con las tripas"" se opta por otras opciones, ha indicado en una entrevista a Europa Press. ""Se vota por el estado de ánimo, con el corazón, pero también con la cabeza"", ha apuntado el candidato del PP a la Cámara Alta, muy seguro de que ""está más que demostrado que en España, cuando ha habido crisis, desempleo y desaceleración económica, la población ha confiado en el PP"" para sacar al país de la crisis. Para el cabeza de lista al Senado en Guadalajara, la opción está en votar a la formación que él representa, cuyos candidatos han demostrado en su faceta de gestión y su capacidad, insistiendo en que a lo largo de los días que restan de campaña, se dirigirá también a los votantes de Vox y de Cs ""con lo que tiene una buena relación"" para tratar de convencerles de que única alternativa viable es el PP. Para Román el ejemplo claro de lo que no puede volver a pasar está en la capital alcarreña, donde los votantes de Cs han tenido que ver como su voto se ha traducido en votar al PSOE. Según el cabeza de lista al Senado, lo primero que ha hecho Cs tras conformar el Gobierno de coalición en el Ayuntamiento de Guadalajara junto al PSOE es ""pensar primero en ellos y después también; subirse el sueldo y colocar a los familiares"". ENCUESTA DEL CI. Román ha restado importancia a una encuesta del CIS que otorga en Guadalajara el tercer escaño de la Cámara Baja a Vox o al PSOE, restándosela a Ciudadanos ahora; cree que se hizo hace más de un mes y hoy las cosas son muy diferentes y que se ha quedado obsoleta. Pero, además, se ha mostrado seguro de que ""el PP está en un ascenso claro y el PSOE está a la baja"". Ha apuntado también como, antes de las pasadas elecciones generales también se habló de que Vox se llevaría el tercer escaño, con ""una sobreestimación"" en el voto, y aunque no ha negado que la formación de Abascal ""puede despertar simpatías"", está seguro de que los ciudadanos son ""muy racionales"" y verán que la única alternativa viable a Pedro Sánchez está en el PP. Por todo ello y para sacar a España de la situación actual, Román se ha mostrado confiado en que la formación de Pablo Casado pueda volver a recuperar los dos diputados y tres senadores que tuvo en su momento. A lo largo de estos días Román va a centrar su campaña en el contacto ""personal"" con los ciudadanos y priorizará el Corredor del Henares y los grandes municipios de la provincia como Sigüenza, Molina de Aragón y Brihuega, y la capital, como objetivo fundamental. A unos sitios irá en coche, a otros en moto y si es en la capital lo hará andando, asegurando también que el coste que pueda conllevar esta tarea saldrá enteramente de su propio bolsillo.","El secretario general de Podemos, Pablo Iglesias, ha propuesto a Pedro Sánchez una coalición temporal para formar gobierno, con el fin de garantizar la estabilidad de la legislatura. Iglesias ha insistido en que su grupo confederal mantendrá su apoyo parlamentario si Sánchez acepta la propuesta, pero ha rechazado la postura del presidente en funciones.  
",25.0,0.0,17.857142857142854,17.857142857142854,64.9827778339386,41.41996034554073,5400,5200,103.84615384615385,0,0
e21e7b03f1dab39cf13b880a0e498403814aaa9459ccd680484a888e1c7ac9bc,"El Ayuntamiento le recordará especialmente durante la celebración del Orgullo 2015, que tendrá lugar del 28 de junio al 5 de julio.","MADRID.- Ahora Madrid ha adelantado este martes que una plaza de la capital llevará el nombre de Pedro Zerolo y que el Ayuntamiento le recordará especialmente durante la celebración del Orgullo 2015, que tendrá lugar del 28 de junio al 5 de julio. Así lo han avanzado en su cuenta de Twitter. El mismo canal ha sido empleado para destacar que una bandera del arco iris se izará en Cibeles desde el 28 de junio, día internacional del Orgullo LGTB, hasta el 5 de julio, y en todas las juntas de distrito, un día después. Los organizadores prevén que en esta ocasión participen más de un millón de personas que se congregarán en la ciudad en las diferentes actividades organizadas entre el 1 el 5 de julio. La manifestación estatal del Orgullo será el día 4 y discurrirá entre Atocha y Colón. ""Con la colocación de la bandera del arco iris, símbolo de la lucha del movimiento LGTB por la igualdad de lesbianas, gays, transexuales y bisexuales, el Ayuntamiento de Madrid pone de manifiesto su apoyo explícito a este amplio colectivo en su defensa de la igualdad real de derechos de todas las personas"", ha señalado el Gobierno municipal en un comunicado.","Pablo Iglesias, secretario general de Podemos, propone a Pedro Sánchez una coalición temporal para formar gobierno, en la que los ministros del grupo se mantendrían en el Ejecutivo si Sánchez lo desea, después de la aprobación de los presupuestos. Iglesias defiende esta propuesta como una forma de garantizar la estabilidad de la legislatura y la continuidad del gobierno. La propuesta se basa en la colaboración entre ambos partidos, aunque Sánchez la rechazó rápidamente.  
",15.238095238095239,0.0,9.523809523809522,9.523809523809522,60.37076711654663,34.947288320178075,7300,2200,331.8181818181818,0,0
7b74cda196961b48f4dd36f88437d335f2b11aace5f3fe431f145b5a2dc011d8,"La capital gallega es el enclave elegidos para celebrar el acto en el que el próximo martes se homenajeará el secuestro del trasatlántico portugués Santa María, un acontecimiento que simbolizó la ""libertad"" en 1961.","Según han apuntado los organizadores en un comunicado, la embarcación fue tomada por gallegos y portugueses para ""recordar al mundo"" que en 1961 aún había en Europa ""dos dictaduras fascistas, la española de Franco y la portuguesa de Salazar"". La idea era ""intentar llegar a las colonias africanas para crear focos armados de lucha por la independencia que después pudiesen liberar las metrópolis"" de España y Portugal ""de sus regímenes autoritarios"". La organización apunta a que se consiguió ""el primer propósito"" pero que también se animó y se incitó a la ""lucha en diversos países"". De hecho, el secuestro del Santa María (Santa Libertad) ""tuvo una influencia mundial"" que hasta ahora ""no ha sido estudiada y es sorprendentemente desconocida"". Por este motivo, en Santiago el Airas Nunes Café acogerá el acto 'Lembranza Expansiva da toma do Santa María' el próximo 21 de enero a las 20,00 horas de la tarde.","Pablo Iglesias, líder de Podemos, propone a Pedro Sánchez una coalición temporal para formar gobierno,  manteniendo el apoyo parlamentario si Sánchez lo acepta.  Iglesias argumenta que esta fórmula garantiza la estabilidad y que es una propuesta generosa, pero Sánchez la rechazó.  El líder de Podemos cree que la química personal no debe ser el factor determinante en las relaciones políticas y que es necesario trabajar juntos para desbloquear la situación.  La acción de los organizadores del secuestro del Santa María busca recordar al mundo la lucha contra las dictaduras en Europa y su influencia en la independencia de las colonias africanas. 
",22.516556291390728,4.026845637583892,17.218543046357617,17.218543046357617,64.58923816680908,40.903890606583346,10100,3400,297.05882352941177,0,0
90d4f8280cb54dd1acac693ddf02e1375370efcbd75ff1d1000817fbd5e7a3ac,"Fue una figura clave del proceso de unión de las dos Alemanias, sabiendo conciliar los intereses de Moscú, Londres y Washington, así como ahuyentar sus recelos, mientras cimentaba el Estado que volvería a convertirse en el motor económico europeo.","BERLÍN.- Hans-Dietrich Genscher, el más histórico ministro alemán de Exteriores y arquitecto clave de la reunificación del país, murió este viernes a los 89 años, cerrando una trayectoria política de estadista comprometido con Alemania y Europa. Carismático y popular, Genscher era conocido tanto por su buen humor como por su delicada salud, así como por su sólida apuesta por la unidad alemana —marcada por su propia experiencia, que de joven huyó del Este— y su característico jersey amarillo, el color que simboliza en su país a su formación, el Partido Liberal Demócrata (FDP).""He venido a comunicarles que su salida..."", comenzó a decir Genscher desde el balcón de la embajada de la Alemania occidental en Praga aquella noche del 30 de septiembre de 1989. Los gritos de júbilo no le dejaron continuar: los miles de ciudadanos de la Alemania del este que habían huido de su país y se habían refugiado en los jardines de la legación diplomática estaban exultantes al ver hecho realidad su sueño de viajar a la Alemania occidental. La escena, protagonizada por Genscher, puso fin a una crisis política que durante una semana tensionó las nunca fáciles relaciones entre las dos Alemanias, a la vez que supuso uno de los hitos más significativos en el camino hacia la caída del muro de Berlín y la reunificación. ""Ha sido el momento más conmovedor de mi carrera política"", dijo poco después Genscher. Apenas 40 días más tarde, el 9 de noviembre, la frontera entre Berlín este y Berlín oeste quedaba abierta; y once meses después se oficializaba la reunificación de Alemania, tras un intenso trabajo diplomático que involucró a Estados Unidos y la Unión Soviética. La trayectoria de Genscher no puede reducirse a su labor en la reunificación, pues ejerció durante 18 años como ministro de Exteriores, además de ser vicecanciller y ministro de Interio. Pese a la importancia de este episodio, la trayectoria de Genscher no puede reducirse a su labor en este contexto, pues este liberal ejerció durante 18 años como ministro de Exteriores, en coaliciones de gobierno de distinto signo, además de ser vicecanciller y ministro de Interior. Genscher comenzó como diputado en el Bundestag (cámara baja) en 1965 y tres años más tarde accedió a la cartera de Interior bajo el canciller socialdemócrata Willy Brandt, que gobernaba en coalición con los liberales. En ese cargo sufrió uno de sus mayores reveses políticos con la matanza de las Olimpiadas de Múnich de 1972, perpetrada por activistas palestinos, algo que remendó en parte con la detención de la mayoría de los integrantes de la banda terrorista de la Fracción del Ejército Rojo (RAF).En 1974 saltó al ministerio de Exteriores con la llegada del socialdemócrata Helmut Schmidt a la cancillería, con quien rompió en 1982 tras una crisis de gobierno, que culminó con su salida y la de los cuatro ministros de su partido. Genscher se acercó entonces a la Unión Cristianodemócrata (CDU) de Helmut Kohl y, tras presentar una moción de censura contra Schmidt, ambos forjaron la coalición de centroderecha que gobernaría Alemania durante 16 años. Supo conciliar los intereses de Moscú, Londres y Washington, ahuyentando sus recelos, a la vez que avanzaba hacia su objetivo de reunificar su paí. Desde el Ministerio de Exteriores, Genscher tomó a Brandt el relevo de la ""Ostpolitik"", la política de acercamiento hacia los países del Este, y supo conciliar los intereses de Moscú, Londres y Washington, así como ahuyentar sus recelos, a la vez que avanzaba hacia su objetivo de reunificar su país. En 1990, Kohl y Genscher ganaban las primeras elecciones de la Alemania unificada, pero ya poco después el liberal avanzó su intención de retirarse de la política activa, un movimiento que hizo efectivo dos años después. Genscher nació en Reideburg, en el este de Alemania, el 21 de marzo de 1927, y antes de terminar el bachillerato fue llamado a filas, para caer prisionero tras luchar en el frente. Tras el fin de la II Guerra Mundial, estudio Derecho y Economía en el sector soviético y en 1952 huyó a la Alemania democrática, donde ingresó en el FDP. Genscher apoyó sin reservas la democratización de España tras la muerte de Franco, y en aquellos primeros años se entrevistó con el rey Juan Carlos y el presidente Adolfo Suárez. En 1990 fue galardonado con el Premio Príncipe de Asturias de Cooperación Internacional por su esfuerzo para crear un sistema de seguridad paneuropeo y por su decisiva contribución a la construcción de la Unión Europea.","Hans-Dietrich Genscher, histórico ministro alemán de Exteriores, falleció a los 89 años, dejando un legado de compromiso con Alemania y Europa. Su labor en la reunificación del país, liderada por su papel clave en la caída del muro de Berlín, lo convirtió en un personaje fundamental en la historia reciente de Alemania.  Su trayectoria política se extendió por 18 años como ministro de Exteriores, donde logró conciliar los intereses de Moscú, Londres y Washington, y avanzar en la reunificación de Alemania.  Genscher fue galardonado con el Premio Príncipe de Asturias de Cooperación Internacional por su esfuerzo para crear un sistema de seguridad paneuropeo y por su contribución a la construcción de la Unión Europea. 
",24.41860465116279,10.588235294117649,18.6046511627907,18.6046511627907,67.82126426696777,43.21295771487924,11400,3900,292.30769230769226,0,0
8b543a437344d72834f4477707139eac3b84d5161e0fbf6997cb8e5d8aaf9862,Fue el responsable de la operación Lava Jato y de la condena del expresidente.,"El juez Sergio Moro, responsable de la operación Lava Jato y de la condena del expresidente Luiz Inácio Lula da Silva por corrupción, aceptó hoy la propuesta del presidente electo de Brasil, el ultraderechista Jair Bolsonaro, para ser ministro de Justicia de su Gobierno que asumirá el 1 de enero. Moro se desplazó hasta Río de Janeiro y se reunió durante cerca de una hora y media con Bolsonaro, quien ya había manifestado su interés de que el magistrado fuera ministro de Justicia o magistrado del Tribunal Supremo de Brasil cuando se abriese la próxima vacante. El juez ganó llevó a la cárcel a importantes empresarios y políticos, entre ellos Lula da Silva, a quien condenó por corrupción pasiva y lavado de dinero. ""Después de la reunión personal en la cual fueron discutidas políticas para la cartera, acepté honrado la invitación. Lo hice con cierto pesar porque tendré que abandonar 22 años de magistratura"", señaló Moro en un comunicado. Moro subrayó que la perspectiva de ""implementar una fuerte agenda anticorrupción y contra el crimen organizado, con respeto a la Constitución, a la ley y a los derechos"" le llevaron a aceptar la invitación de Bolsonoro, capitán de la reserva del Ejército. ""En la práctica, significa consolidar los avances contra el crimen y la corrupción de los últimos años y alejar riesgos de retrocesos por un bien mayor"", agregó. El magistrado de la decimotercera corte penal del Tribunal Federal señaló que la operación Lava Jato, que ha dirigido en primera instancia en los últimos años, seguirá en la ciudad de Curitiba (sur) ""con valerosos jueces locales"". Informó también de que para evitar ""controversias innecesarias"" se apartará inmediatamente de nuevas audiencias y concederá una rueda de prensa para ofrecer más detalles. Moro es considerado por algunos sectores como un símbolo de la lucha anticorrupción, pero se ha convertido en el centro de las críticas del Partido de los Trabajadores (PT), que lidera Luiz Inácio Lula da Silva desde prisión. El juez condenó a Lula en 2017 a nueve años y medio de prisión por corrupción al hallarle culpable por recibir sobornos de la constructora OAS a cambio de favores durante su Gobierno. Posteriormente decretó su ingreso en prisión cuando la pena fue ratificada y ampliada hasta los doce años y un mes de cárcel en segunda instancia. Lula está encarcelado desde el pasado abril en la sede de la Policía Federal de Curitiba. El ultraderechista Jair Bolsonaro ganó el domingo las elecciones con un 55% de los votos frente al 44% que obtuvo el progresista Fernando Haddad, sucesor de Lula.","El juez Sergio Moro, responsable de la operación Lava Jato y de la condena de Lula da Silva, aceptó el nombramiento de ministro de Justicia de Jair Bolsonaro, el nuevo presidente de Brasil. Moro se reunió con Bolsonaro para discutir la agenda de justicia y la lucha contra la corrupción, lo que le llevó a aceptar el cargo. Esta decisión ha generado controversia, ya que Moro es un símbolo de la lucha anticorrupción, mientras que el Partido de los Trabajadores (PT), liderado por Lula da Silva, lo critica por su condena. 
",21.62162162162162,18.348623853211006,21.62162162162162,21.62162162162162,68.32817792892456,44.974899775273094,9100,1400,650.0,0,0
